round_epochs,val_loss,val_acc,loss,acc,lr
2,0.5807293178074193,0.7382035261192669,0.6402268435335448,0.7146602662807805,0.01
2,0.6475181553497987,0.7052302496754493,0.7511075879881536,0.648640116412916,0.0001
2,0.5298355457252776,0.7669130177440936,0.5731084163101496,0.7481757581100298,0.001
